alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1732980613.3005,transparent,6644.9779648563,1727575473.8677,"AS141145 PT Giga Digital Nusantara",GIGANET-AS-ID,Kudus,Asia,AS,Indonesia,ID,,false,"PT Giga Digital Nusantara",-6.8048,110.84,false,Giganet,true,"Central Java",success,Asia/Jakarta,,1732419329,1732980637.4155,8080,http,http://103.159.195.29:8080,false,482.45215415955,7505,72822,9.3430602412638,103.159.195.29
true,1732980637.2316,transparent,4758.2808577496,1732905415.9558,"AS21003 General Post and Telecommunication Company (GPTC)",GPTC-AS,Tripoli,Africa,AF,Libya,LY,,false,"LTT Network Backbone and POPs",32.9001,13.1874,false,"Libyan Telecom and Technology",false,Tripoli,success,Africa/Tripoli,,1732906792,1732980637.2316,8080,http,http://41.254.63.14:8080,false,1890.4051780701,92,985,8.5422469823584,41.254.63.14
true,1732980007.7844,elite,1462.3342531891,1710699776.4593,"AS23764 CTGNet",CTGNet,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"China Telecom Global networks",22.3193,114.169,false,,true,Kowloon,success,Asia/Hong_Kong,999077,1732536234,1732980636.418,1080,http,http://203.19.38.114:1080,false,441.54047966003,200563,147633,57.600604257372,203.19.38.114
true,1732980636.1623,elite,3108.3832511556,1723981806.7622,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732706699,1732980636.1623,31129,http,http://67.43.236.21:31129,false,716.21131896973,442,51088,0.85775276537939,67.43.236.21
true,1732980636.1038,elite,3470.847442354,1720554354.1814,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732871028,1732980636.1038,28121,http,http://67.43.228.253:28121,false,1092.4572944641,610,89005,0.68068961669363,67.43.228.253
true,1732980491.8796,elite,1168.4128080434,1721930239.6881,"AS213230 Hetzner Online GmbH",HETZNER-CLOUD2-AS,Ashburn,"North America",NA,"United States",US,,false,"Hetzner Online GmbH",39.0469,-77.4903,false,"Hetzner Online GmbH",true,Virginia,success,America/New_York,20149,1732496324,1732980635.6577,51111,http,http://5.161.115.29:51111,false,244.9734210968,82212,21070,79.59954299878,5.161.115.29
true,1732980515.8664,elite,4088.5229544206,1732955891.6215,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732956310,1732980635.2007,60392,http,http://135.181.76.180:60392,false,1099.6382236481,22,258,7.8571428571429,135.181.76.180
true,1732980634.897,elite,6401.8867338933,1710564031.7092,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Sacramento,"North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",38.5816,-121.494,false,"Comcast Cable Communications, LLC",true,California,success,America/Los_Angeles,94203,1732509561,1732980634.897,60808,http,http://50.204.36.138:60808,false,511.9161605835,24665,346856,6.6389248521618,50.204.36.138
true,1732980603.7761,elite,942.36664627047,1732450464.6516,"AS23724 IDC, China Telecommunications Corporation",CHINANET-IDC-BJ-AP,Beijing,Asia,AS,China,CN,,false,UCLOUD,39.9042,116.407,false,"Shanghai UCloud Information Technology Company Limited",false,Beijing,success,Asia/Shanghai,100000,1732450466,1732980634.5987,13128,http,http://101.237.38.98:13128,false,784.06119346619,6184,2059,75.02123013466,101.237.38.98
true,1732978851.8639,elite,1587.8392068193,1710633723.3871,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Beijing,Asia,AS,China,CN,,false,CHINANET,39.9042,116.407,false,,true,Beijing,success,Asia/Shanghai,100000,1732667019,1732980633.5513,8080,http,http://61.129.2.212:8080,false,1742.800951004,181380,179161,50.307731991646,61.129.2.212
true,1732980632.9858,elite,2257.92779059,1732627447.4296,"AS206110 1 Cloud Lab s.r.o.",AS-1CL,Bratislava,Europe,EU,Slovakia,SK,,false,"1 Cloud Lab s.r.o.",48.157,17.0915,false,"1 Cloud Lab s.r.o",false,"Bratislava Region",success,Europe/Bratislava,"811 01",1732627448,1732980632.9858,3128,http,http://185.196.68.106:3128,false,1068.2380199432,2728,2639,50.82914104714,185.196.68.106
true,1732980632.515,transparent,6299.6229067253,1732700323.5485,"AS38156 PT. Union Routelink Communication",ROUTELINK-AS-ID,Yogyakarta,Asia,AS,Indonesia,ID,,false,"PT Union Routelink Communication",-7.81897,110.387,false,,false,Yogyakarta,success,Asia/Jakarta,,1732700337,1732980632.515,8077,http,http://203.190.117.114:8077,false,937.53576278687,543,3681,12.855113636364,203.190.117.114
true,1732980632.1397,transparent,5666.6145581685,1732905281.837,"AS141145 PT Giga Digital Nusantara",GIGANET-AS-ID,Tuban,Asia,AS,Indonesia,ID,,false,"PT Giga Digital Nusantara",-6.8919,112.06,false,"CV Langit Bersama",false,"East Java",success,Asia/Jakarta,62372,1732906604,1732980632.1397,1080,http,http://103.181.255.201:1080,false,1800.0376224518,167,914,15.448658649399,103.181.255.201
true,1732979733.487,anonymous,2612.8799134049,1730732713.9398,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732547577,1732980631.7163,80,http,http://187.28.39.181:80,false,681.6873550415,12574,14635,46.212650226028,187.28.39.181
true,1732980598.9666,transparent,5334.4716973429,1732575003.1709,"AS138134 PT Tunas Link Indonesia",TLINK-AS-ID,"Bandar Lampung",Asia,AS,Indonesia,ID,,false,TLINK,-5.4291,105.2615,false,,false,Lampung,success,Asia/Jakarta,35111,1732575016,1732980631.6117,8080,http,http://103.133.61.186:8080,false,989.3696308136,729,5465,11.769454310623,103.133.61.186
true,1732980534.0399,transparent,6415.3704240525,1731443952.4549,"AS23923 Agni Systems Limited",AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",23.7731,90.3657,true,"Agni Systems Ltd.",true,"Dhaka Division",success,Asia/Dhaka,1207,1732653601,1732980631.4469,46813,http,http://119.148.36.190:46813,false,1554.46434021,1705,21939,7.2111317881915,119.148.36.190
true,1732980631.3481,elite,961.14587783813,1732980631.3481,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,"Hetzner Online GmbH",true,Saxony,success,Europe/Berlin,08223,1732980642,1732980631.3481,60940,http,http://168.119.214.223:60940,false,961.14587783813,1,0,100,168.119.214.223
true,1732980631.1606,elite,2799.0601724425,1716772141.4063,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732499609,1732980631.1606,16425,http,http://72.10.164.178:16425,false,768.80860328674,1064,134549,0.7845855485831,72.10.164.178
true,1732980462.0883,elite,3087.3657367269,1725079539.8197,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732942851,1732980630.8177,6591,http,http://72.10.164.178:6591,false,1087.1167182922,428,46547,0.91112293773284,72.10.164.178
true,1732980629.0634,elite,7063.8193541543,1710550347.2256,"AS50926 AXARNET COMUNICACIONES, S.L.",AXARNET-AS,Madrid,Europe,EU,Spain,ES,Salamanca,true,"AXARNET COMUNICACIONES, S.L.",40.4258,-3.66825,false,"AXARNET COMUNICACIONES, S.L",true,Madrid,success,Europe/Madrid,28009,1732754783,1732980629.0634,49426,socks4,socks4://188.164.196.30:49426,true,893.52965354919,4821,142466,3.2732013008616,188.164.196.30
true,1732980175.1131,elite,1240.1334344206,1710565614.1618,"AS24282 KAGOYA JAPAN Inc.",KIR,Chiyoda,Asia,AS,Japan,JP,,true,"KAGOYA JAPAN Inc.",35.6916,139.768,false,,true,Tokyo,success,Asia/Tokyo,100-8111,1732511311,1732980628.1414,80,http,http://133.18.234.13:80,false,755.83720207214,348026,25188,93.251057034302,133.18.234.13
true,1732979987.6223,elite,1907.7997137518,1728346451.7468,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732959323,1732980627.3687,2783,http,http://67.43.228.254:2783,false,737.34974861145,102,21045,0.48233792027238,67.43.228.254
true,1732980623.2845,transparent,4864.3729344714,1720639829.2351,"AS58821 PT Lintas Jaringan Nusantara",IDNIC-LJN-AS-ID,Karawang,Asia,AS,Indonesia,ID,,false,"PT Lintas Jaringan Nusantara",-6.29576,107.294,false,"PT Lintas Jaringan Nasional",true,"West Java",success,Asia/Jakarta,,1732788572,1732980623.2845,7777,http,http://103.155.198.105:7777,false,1478.7850379944,3346,39992,7.7207070007845,103.155.198.105
true,1732980622.985,elite,5220.9105448608,1710847738.3724,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1732619102,1732980622.985,2807,socks4,socks4://198.12.255.193:2807,true,949.88226890564,1496,103950,1.4187356561652,198.12.255.193
true,1732980622.0199,transparent,5587.83331813,1732783613.8141,"AS23969 TOT Public Company Limited",TOT-NET,Bangkok,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.7512,100.5172,false,"TOT Public Company Limited",false,Bangkok,success,Asia/Bangkok,10200,1732783625,1732980622.0199,8081,http,http://1.4.198.134:8081,false,1638.4279727936,378,2554,12.892223738063,1.4.198.134
true,1732980614.345,elite,1136.858251996,1727697840.4838,"AS213230 Hetzner Online GmbH",HETZNER-CLOUD2-AS,Ashburn,"North America",NA,"United States",US,,false,"Hetzner Online GmbH",39.0469,-77.4903,false,"Hetzner Online GmbH",true,Virginia,success,America/New_York,20149,1732536854,1732980621.4608,50546,http,http://5.161.115.29:50546,false,431.15067481995,64108,12830,83.324235098391,5.161.115.29
true,1732980620.0912,elite,3630.5814219597,1716425427.4937,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732671000,1732980620.0912,29447,http,http://67.43.228.253:29447,false,1857.6073646545,1064,132720,0.79531184596065,67.43.228.253
true,1732980605.8672,elite,6021.50620994,1730384857.0987,"AS46475 Limestone Networks, Inc.",LIMESTONENETWORKS,Dallas,"North America",NA,"United States",US,,true,"Limestone Networks, Inc.",32.7797,-96.8022,false,"Limestone Networks",true,Texas,success,America/Chicago,75270,1732804156,1732980617.6196,80,http,http://63.143.57.120:80,false,1844.188451767,9321,30984,23.126163007071,63.143.57.120
true,1732980525.9874,elite,2456.9292783737,1729880892.0546,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732947389,1732980617.584,18841,http,http://72.10.160.91:18841,false,951.25532150269,191,19699,0.96028154851684,72.10.160.91
true,1732980553.243,elite,660.02908531224,1730218086.8192,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba (US) Technology Co., Ltd.",36.7783,-119.418,false,"Alibaba.com LLC",true,California,success,America/Los_Angeles,,1732637624,1732980614.6877,82,http,http://47.88.59.79:82,false,297.34539985657,24621,17982,57.79170480952,47.88.59.79
true,1732980614.2056,transparent,5091.8757417534,1732826052.028,"AS150259 PT Multi Guna Sinergi",IDNIC-MGSWIFIHOME-ID,Lamongan,Asia,AS,Indonesia,ID,,false,"PT Multi Guna Sinergi",-7.30637,112.372,true,"PT Multi Guna Sinergi",false,"East Java",success,Asia/Jakarta,,1732828087,1732980614.2056,8181,http,http://103.127.220.190:8181,false,1918.9822673798,316,1930,14.06945681211,103.127.220.190
true,1732980613.5582,elite,3398.2279942263,1719867210.3165,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732516430,1732980613.5582,1815,http,http://67.43.228.253:1815,false,1678.5209178925,851,98346,0.85788884744498,67.43.228.253
true,1732979644.8004,elite,740.82633310826,1732911985.2814,"AS54825 Packet Host, Inc.",PACKET,Tokyo,Asia,AS,Japan,JP,,true,"Packet Host, Inc.",35.6893,139.6899,false,"Equinix Services, Inc",false,Tokyo,success,Asia/Tokyo,151-0053,1732911987,1732980612.9752,443,http,http://136.144.52.42:443,false,733.51287841797,995,2,99.799398194584,136.144.52.42
true,1732980183.6696,elite,2701.3072234492,1721933580.7341,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732384735,1732980611.6296,5287,http,http://72.10.164.178:5287,false,1144.2415714264,658,59263,1.0981125148112,72.10.164.178
true,1732980593.0989,elite,2115.8707544145,1731740915.4419,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Lagos,Africa,AF,Nigeria,NG,,true,ONEPROVIDER,6.4474,3.3903,false,Oneprovider.com,true,Lagos,success,Africa/Lagos,,1732947574,1732980611.5297,80,http,http://185.255.123.34:80,false,578.39798927307,12076,7424,61.928205128205,185.255.123.34
true,1732980586.3751,anonymous,2453.0706795893,1730647068.8633,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732462270,1732980608.2445,80,http,http://187.28.39.176:80,false,681.42652511597,14082,14450,49.355110051872,187.28.39.176
true,1732980441.5628,elite,3151.3384460309,1727136924.6101,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732407292,1732980608.1904,28661,http,http://67.43.236.20:28661,false,1016.3147449493,109,16271,0.66544566544567,67.43.236.20
true,1732980603.1735,elite,3150.2203572657,1724435178.2218,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732470825,1732980603.1735,8961,http,http://72.10.160.174:8961,false,1436.3653659821,291,37808,0.76379957479199,72.10.160.174
true,1732980602.3848,anonymous,6433.3021691148,1732780853.8549,"AS16509 Amazon.com, Inc.",AMAZON-02,Seoul,Asia,AS,"South Korea",KR,,true,"Amazon.com, Inc.",37.5665,126.978,false,"AWS EC2 (ap-northeast-2)",false,Seoul,success,Asia/Seoul,,1732780855,1732980602.3848,80,http,http://3.38.180.192:80,false,805.57894706726,142,2101,6.330806954971,3.38.180.192
true,1732980601.9292,elite,3982.4337241016,1710597799.3291,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,Patong,Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",7.89607,98.2966,false,"Triple T Broadband Public Company Limited",true,Phuket,success,Asia/Bangkok,,1732501475,1732980601.9292,4153,socks4,socks4://183.88.247.52:4153,true,911.15546226501,10667,235874,4.3266637192191,183.88.247.52
true,1732980601.8954,elite,2658.1157445908,1731635501.7718,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732661629,1732980601.8954,23973,socks4,socks4://72.10.160.174:23973,true,802.57606506348,16,3144,0.50632911392405,72.10.160.174
true,1732980601.2775,elite,2066.7681962252,1730696690.3938,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732601250,1732980601.2775,21239,http,http://67.43.227.227:21239,false,1186.9034767151,80,13758,0.57811822517705,67.43.227.227
true,1732980598.958,elite,5917.5384767128,1720313992.2573,,,,,,,,,,,,,,,,,,,,,1732980598.958,24,socks4,socks4://235.16.37.247:24,true,1844.4011211395,99,32166,0.3068340306834,235.16.37.247
true,1732980562.3582,elite,3072.7210601822,1728627863.4523,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732492641,1732980597.4905,28507,http,http://72.10.160.91:28507,false,1261.6045475006,244,25904,0.93314976288817,72.10.160.91
true,1732979936.3112,elite,296.51114881321,1732614748.5646,"AS54825 Packet Host, Inc.",PACKET,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Packet Host, Inc.",52.3759,4.8975,true,"Equinix Services, Inc",true,"North Holland",success,Europe/Amsterdam,1012,1732614748,1732980597.3812,10002,http,http://145.40.68.148:10002,false,91.881990432739,3376,2197,60.577785752736,145.40.68.148
true,1732980361.9011,elite,3140.3015262293,1710634322.1415,"AS4809 China Telecom Next Generation Carrier Network",CHINATELECOM-CORE-WAN-CN2,Seoul,Asia,AS,"South Korea",KR,"Jeodong 2(i",false,"Dancom LDI",37.5641,126.99,false,,true,Seoul,success,Asia/Seoul,04625,1732471413,1732980596.5802,80,http,http://203.89.8.107:80,false,1129.2288303375,200950,152680,56.824930011594,203.89.8.107
true,1732979914.165,elite,3360.467663317,1715578291.1851,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732514879,1732980596.3551,16151,http,http://67.43.228.253:16151,false,1462.0234966278,924,121589,0.75420567613233,67.43.228.253
true,1732980404.4152,elite,1346.5543044073,1730002903.2651,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1732422417,1732980595.9248,80,http,http://183.240.46.42:80,false,1228.7392616272,34342,11227,75.362636880335,183.240.46.42
true,1732980595.4032,elite,3368.0064060471,1725819122.3182,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732907834,1732980595.4032,10445,http,http://72.10.160.172:10445,false,1692.1701431274,221,35976,0.61054783545598,72.10.160.172
true,1732980294.8515,elite,3044.5107474472,1727008794.2121,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732726172,1732980592.6759,10445,http,http://72.10.160.173:10445,false,1823.3842849731,33,5828,0.5630438491725,72.10.160.173
true,1732980585.9298,elite,2850.0301193806,1720567479.4386,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732472789,1732980590.66,2923,http,http://72.10.160.90:2923,false,1292.772769928,496,58727,0.83751245293214,72.10.160.90
true,1732980590.3044,elite,4346.6454328053,1732899441.4455,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732900623,1732980590.3044,60709,http,http://135.181.76.180:60709,false,1788.1667613983,126,906,12.209302325581,135.181.76.180
true,1732980468.9207,elite,1397.4901006833,1731624504.7021,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Mumbai,Asia,AS,India,IN,,true,"BrainStorm Network, Inc",19.0748,72.8856,false,Oneprovider.com,true,Maharashtra,success,Asia/Kolkata,400001,1732834123,1732980589.1598,80,http,http://103.97.203.145:80,false,312.61777877808,17002,4290,79.851587450686,103.97.203.145
true,1732980588.6452,elite,5178.4277200699,1732956091.4077,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,false,Uusimaa,success,Europe/Helsinki,00201,1732956401,1732980588.6452,60920,http,http://135.181.76.180:60920,false,1116.4934635162,50,294,14.53488372093,135.181.76.180
true,1732956081.0542,elite,319.08371936039,1721745906.8788,"AS49505 JSC Selectel",SELECTEL,"St Petersburg",Europe,EU,Russia,RU,,true,"JSC Selectel",59.9417,30.3096,false,Selectel,true,St.-Petersburg,success,Europe/Moscow,195213,1732633170,1732980585.8561,8080,http,http://45.92.177.60:8080,false,208.14633369446,172746,5425,96.955172278317,45.92.177.60
true,1732980556.925,elite,3815.5439066332,1730463280.4747,"AS30083 velia.net",AS-30083-US-VELIA-NET,"St Louis","North America",NA,"United States",US,,true,velia.net,38.6287,-90.1988,false,velia.net,true,Missouri,success,America/Chicago,63150,1732883197,1732980585.103,30124,http,http://148.72.168.81:30124,false,857.58900642395,1507,30957,4.6420650566782,148.72.168.81
true,1732980558.5785,elite,3367.2553458132,1715296886.3391,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732962553,1732980583.0755,3255,http,http://67.43.228.253:3255,false,1763.3202075958,1048,149132,0.69782927154082,67.43.228.253
true,1732980581.7919,elite,1086.2529432103,1722427701.0943,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"GoDaddy.com, LLC",1.35208,103.82,false,"GoDaddy.com, LLC",true,"North West",success,Asia/Singapore,858877,1732710349,1732980581.7919,80,http,http://97.74.87.226:80,false,401.1857509613,104643,59786,63.640233778713,97.74.87.226
true,1732790594.0116,elite,128.49890894307,1726320542.478,"AS49981 WorldStream B.V.",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9981,4.198,false,,true,"South Holland",success,Europe/Amsterdam,2671,1732973871,1732980580.3152,8888,http,http://109.236.83.153:8888,false,69.13685798645,98967,127,99.871838860072,109.236.83.153
true,1732980006.1258,anonymous,2598.3245795868,1730740009.9649,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732554561,1732980577.8717,80,http,http://187.28.39.179:80,false,1734.6665859222,12555,14550,46.319867183177,187.28.39.179
true,1732980576.7898,elite,3145.8876638769,1715638931.3064,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732484491,1732980576.7898,21875,http,http://72.10.164.178:21875,false,1011.2061500549,1072,138834,0.7662287535917,72.10.164.178
true,1732980509.5223,elite,1541.2374264392,1730425236.9745,"AS27446 ERC Broadband",AS-ERCBB,Asheville,"North America",NA,"United States",US,,false,"ERC Broadband",35.5825,-82.6115,false,"ERC Broadband",true,"North Carolina",success,America/New_York,28806,1732844628,1732980574.6787,8080,http,http://64.147.212.78:8080,false,1319.3309307098,27675,12081,69.612134017507,64.147.212.78
true,1732980524.2683,elite,2854.5951197123,1710576676.9147,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Zhengzhou,Asia,AS,China,CN,,false,Chinanet,34.7657,113.753,false,"Chinanet HA",true,Henan,success,Asia/Shanghai,450000,1732522844,1732980571.5437,9002,http,http://222.88.167.22:9002,false,1915.0826931,102380,249449,29.0993636113,222.88.167.22
true,1732974092.203,elite,1256.9112733481,1710817458.1655,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5794,126.9754,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1732762672,1732980570.0582,3128,http,http://8.213.151.128:3128,false,685.04977226257,199099,98047,67.003762460205,8.213.151.128
true,1732980569.4723,elite,3195.9906793108,1725941282.0006,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732595343,1732980569.4723,16817,http,http://72.10.160.172:16817,false,490.76128005981,307,41048,0.74235279893604,72.10.160.172
true,1732980292.3352,elite,3491.453340179,1731106915.7867,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732921823,1732980558.8223,13231,http,http://67.43.236.19:13231,false,565.78993797302,76,11958,0.63154395878345,67.43.236.19
true,1732980471.5145,elite,1539.3583117845,1732912032.465,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1732912557,1732980558.2953,443,http,http://183.240.46.42:443,false,1146.9757556915,501,488,50.657229524772,183.240.46.42
true,1732980519.8597,elite,245.26321351898,1710559708.3421,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00191,1732503197,1732980557.5708,80,http,http://135.181.154.225:80,false,270.34330368042,315749,58245,84.426220741509,135.181.154.225
true,1732980421.5053,elite,2727.227909285,1725415830.2976,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732816246,1732980552.3785,13395,http,http://72.10.160.174:13395,false,973.46448898315,281,29157,0.95454854269991,72.10.160.174
true,1732980393.4,elite,1442.3981189728,1732912253.4807,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732979861,1732980551.9616,28097,http,http://67.43.227.228:28097,false,1604.1436195374,10,216,4.4247787610619,67.43.227.228
true,1732974118.1548,elite,631.33581014994,1710541373.1267,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,22902,1732687000,1732980550.4209,3128,http,http://47.89.184.18:3128,false,836.01403236389,217966,91501,70.432711726937,47.89.184.18
